UIN;Incident.year;Victim.injury;State;Shark.common.name;Shark.scientific.name;;Victim.gender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;1934;injured;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;1934;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;1934;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;1934;injured;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;1935;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;1935;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;1935;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;1935;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;1935;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;1935;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;1935;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;1935;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;1935;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;1936;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;1936;injured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;1936;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;1936;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;1936;uninjured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;1936;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;1936;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;1936;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;1936;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;1936;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;1936;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;1936;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;1936;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;1936;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;1936;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;1937;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;1937;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;1937;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;1937;fatal;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;1937;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;1937;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;1937;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;1937;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;1937;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;1937;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;1938;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;1938;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;1938;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;1938;injured;NT;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;1938;fatal;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;1938;fatal;NT;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;1938;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;1938;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;1939;uninjured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;1939;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;1939;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;1939;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;1939;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;1939;fatal;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;1940;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;1940;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;1940;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;1940;fatal;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;1940;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;1940;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;1940;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;1940;fatal;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;1941;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;1941;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;1941;injured;WA;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;1941;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;1942;fatal;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;1942;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;1942;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;1942;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;1942;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;1942;fatal;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;1943;injured;NT;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;1944;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;1945;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;1945;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;1946;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;1946;fatal;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;1946;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;1946;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;1946;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;1946;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;1946;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;1946;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;1947;uninjured;NT;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;1947;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;1947;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;1947;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;1947;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;1948;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;1948;fatal;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;1948;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;1948;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;1948;uninjured;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;1949;uninjured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;1949;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;1949;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;1949;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;1949;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;1949;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;1949;injured;WA;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;1949;injured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;1949;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;1949;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;1949;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;1950;injured;VIC;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;1950;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;1950;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;1950;uninjured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;1950;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;1951;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;1951;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;1951;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;1951;fatal;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;1951;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;1951;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;1951;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;1952;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;1952;uninjured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;1952;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;1952;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;1952;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;1953;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;1953;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;1953;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;1953;injured;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;1953;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;1953;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;1953;injured;QLD;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;1954;injured;SA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;1954;injured;QLD;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;1954;injured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;1954;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;1954;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;1954;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;1955;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;1955;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;1955;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;1955;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;1956;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;1956;fatal;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;1956;injured;VIC;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;1956;uninjured;VIC;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;1956;uninjured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;1956;fatal;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;1956;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;1956;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;1957;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;1957;fatal;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;1957;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;1957;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;1957;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;1957;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;1958;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;1958;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;1958;uninjured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;1958;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;1958;uninjured;VIC;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;1958;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;1958;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;1959;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;1959;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;1959;fatal;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;1959;injured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;1959;uninjured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492;1959;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;1959;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;1959;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
